entity	month	year	pool_type	asset_class_std	engine_bucket	begin_stock_kNIS	dep_rate_monthly_used	investment_kNIS	reconciliation_adjustment_kNIS	end_stock_kNIS
HPC	2018-09	2018	background	mixed	background::mixed	1171539.9372293742	0.008205755847094931	0.0	0.0	1161926.566539349
HPC	2018-09	2018	mapped_undated	equipment	mapped_undated::equipment	6905.716100030282	0.0107923593727995	1770.2949465000002	0.0	8601.482076652228
HPC	2018-09	2018	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	5473.209151083509	0.0042653187775606	1381.9685833846156	0.0	6831.832752702492
HPC	2018-09	2018	mapped_undated	spare_parts	mapped_undated::spare_parts	1609.7372272601242	0.0107923593727995	412.6595471538462	0.0	2005.0239117616052
HPC	2018-10	2018	background	mixed	background::mixed	1161926.566539349	0.008205755847094931	0.0	0.0	1152392.0808220739
HPC	2018-10	2018	mapped_undated	equipment	mapped_undated::equipment	8601.482076652228	0.0107923593727995	1966.9943849999997	0.0	10475.646175942304
HPC	2018-10	2018	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	6831.832752702492	0.0042653187775606	1535.520648205128	0.0	8338.213456382364
HPC	2018-10	2018	mapped_undated	spare_parts	mapped_undated::spare_parts	2005.0239117616052	0.0107923593727995	458.5106079487179	0.0	2441.8955811035353
HPC	2018-11	2018	background	mixed	background::mixed	1152392.0808220739	0.008205755847094931	0.0	0.0	1142935.8327667222
HPC	2018-11	2018	mapped_undated	equipment	mapped_undated::equipment	10475.646175942304	0.0107923593727995	2163.6938235	0.0	12526.283061249242
HPC	2018-11	2018	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	8338.213456382364	0.0042653187775606	1689.0727130256412	0.0	9991.721030981189
HPC	2018-11	2018	mapped_undated	spare_parts	mapped_undated::spare_parts	2441.8955811035353	0.0107923593727995	504.3616687435897	0.0	2919.9034351850046
HPC	2018-12	2018	background	mixed	background::mixed	1142935.8327667222	0.008205755847094931	0.0	0.0	1133557.1803741422
HPC	2018-12	2018	mapped_undated	equipment	mapped_undated::equipment	12526.283061249242	0.0107923593727995	2360.393262000002	0.0	14751.488174846829
HPC	2018-12	2018	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	9991.721030981189	0.0042653187775606	1842.6247778461523	0.0	11791.72793349375
HPC	2018-12	2018	mapped_undated	spare_parts	mapped_undated::spare_parts	2919.9034351850046	0.0107923593727995	550.2127295384615	0.0	3438.6035175170778
HPC	2019-01	2019	background	mixed	background::mixed	1133557.1803741422	0.008205755847094931	-893.8593329967964	0.0	1123361.627580274
HPC	2019-01	2019	mapped_undated	equipment	mapped_undated::equipment	14751.488174846829	0.0107923593727995	135.56162378205127	0.0	14727.846436962329
HPC	2019-01	2019	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	11791.72793349375	0.0042653187775606	120.79575785897435	0.0	11862.228212778107
HPC	2019-01	2019	mapped_undated	spare_parts	mapped_undated::spare_parts	3438.6035175170778	0.0107923593727995	64.47595169230769	0.0	3465.9688243077685
HPC	2019-02	2019	background	mixed	background::mixed	1123361.627580274	0.008205755847094931	-1787.7186659935928	0.0	1112355.8776703614
HPC	2019-02	2019	mapped_undated	equipment	mapped_undated::equipment	14727.846436962329	0.0107923593727995	271.12324756410254	0.0	14840.02147299133
HPC	2019-02	2019	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	11862.228212778107	0.0042653187775606	241.5915157179487	0.0	12053.223543756383
HPC	2019-02	2019	mapped_undated	spare_parts	mapped_undated::spare_parts	3465.9688243077685	0.0107923593727995	128.95190338461538	0.0	3557.514746565535
HPC	2019-03	2019	background	mixed	background::mixed	1112355.8776703614	0.008205755847094931	-2681.5779989903895	0.0	1100546.578924127
HPC	2019-03	2019	mapped_undated	equipment	mapped_undated::equipment	14840.02147299133	0.0107923593727995	406.6848713461539	0.0	15086.547499500899
HPC	2019-03	2019	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	12053.223543756383	0.0042653187775606	362.38727357692306	0.0	12364.199976621987
HPC	2019-03	2019	mapped_undated	spare_parts	mapped_undated::spare_parts	3557.514746565535	0.0107923593727995	193.4278550769231	0.0	3712.548624023489
HPC	2019-04	2019	background	mixed	background::mixed	1100546.578924127	0.008205755847094931	-3575.4373319871856	0.0	1087940.325067133
HPC	2019-04	2019	mapped_undated	equipment	mapped_undated::equipment	15086.547499500899	0.0107923593727995	542.2464951282051	0.0	15465.97455231968
HPC	2019-04	2019	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	12364.199976621987	0.0042653187775606	483.1830314358974	0.0	12794.645753728084
HPC	2019-04	2019	mapped_undated	spare_parts	mapped_undated::spare_parts	3712.548624023489	0.0107923593727995	257.90380676923075	0.0	3930.385271853266
HPC	2019-05	2019	background	mixed	background::mixed	1087940.325067133	0.008205755847094931	-4469.296664983982	0.0	1074543.655718439
HPC	2019-05	2019	mapped_undated	equipment	mapped_undated::equipment	15465.97455231968	0.0107923593727995	677.8081189102563	0.0	15976.868315810729
HPC	2019-05	2019	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	12794.645753728084	0.0042653187775606	603.9787892948717	0.0	13344.051300237343
HPC	2019-05	2019	mapped_undated	spare_parts	mapped_undated::spare_parts	3930.385271853266	0.0107923593727995	322.3797584615384	0.0	4210.346899987406
HPC	2019-06	2019	background	mixed	background::mixed	1074543.655718439	0.008205755847094931	-5363.155997980779	0.0	1060363.0568345878
HPC	2019-06	2019	mapped_undated	equipment	mapped_undated::equipment	15976.868315810729	0.0107923593727995	813.3697426923078	0.0	16617.80995398691
HPC	2019-06	2019	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	13344.051300237343	0.0042653187775606	724.7745471538461	0.0	14011.909214811554
HPC	2019-06	2019	mapped_undated	spare_parts	mapped_undated::spare_parts	4210.346899987406	0.0107923593727995	386.8557101538462	0.0	4551.763033312435
HPC	2019-07	2019	background	mixed	background::mixed	1060363.0568345878	0.008205755847094931	-6257.015330977575	0.0	1045404.9611499464
HPC	2019-07	2019	mapped_undated	equipment	mapped_undated::equipment	16617.80995398691	0.0107923593727995	948.931366474359	0.0	17387.39594344896
HPC	2019-07	2019	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	14011.909214811554	0.0042653187775606	845.5703050128204	0.0	14797.714260340963
HPC	2019-07	2019	mapped_undated	spare_parts	mapped_undated::spare_parts	4551.763033312435	0.0107923593727995	451.33166184615385	0.0	4953.9704327232575
HPC	2019-08	2019	background	mixed	background::mixed	1045404.9611499464	0.008205755847094931	-7150.874663974371	0.0	1029675.7486134338
HPC	2019-08	2019	mapped_undated	equipment	mapped_undated::equipment	17387.39594344896	0.0107923593727995	1084.4929902564102	0.0	18284.23790812651
HPC	2019-08	2019	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	14797.714260340963	0.0042653187775606	966.3660628717948	0.0	15700.963354713149
HPC	2019-08	2019	mapped_undated	spare_parts	mapped_undated::spare_parts	4953.9704327232575	0.0107923593727995	515.8076135384615	0.0	5416.313017029546
HPC	2019-09	2019	background	mixed	background::mixed	1029675.7486134338	0.008205755847094931	-8044.733996971168	0.0	1013181.7468216661
HPC	2019-09	2019	mapped_undated	equipment	mapped_undated::equipment	18284.23790812651	0.0107923593727995	1220.0546140384618	0.0	19306.962455802706
HPC	2019-09	2019	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	15700.963354713149	0.0042653187775606	1087.1618207307693	0.0	16721.155561621268
HPC	2019-09	2019	mapped_undated	spare_parts	mapped_undated::spare_parts	5416.313017029546	0.0107923593727995	580.2835652307692	0.0	5938.141785704961
HPC	2019-10	2019	background	mixed	background::mixed	1013181.7468216661	0.008205755847094931	-8938.593329967964	0.0	995929.2314485465
HPC	2019-10	2019	mapped_undated	equipment	mapped_undated::equipment	19306.962455802706	0.0107923593727995	1355.6162378205127	0.0	20454.211016403046
HPC	2019-10	2019	mapped_undated	infrastructure_buildings	mapped_undated::infrastructure_buildings	16721.155561621268	0.0042653187775606	1207.9575785897434	0.0	17857.792081411517
